Episode No.,Avg Reward,Team Reward,Agent 0 reached goal,Agent 1 reached goal,Goals reached,Agent 0 X,Agent 0 Y,Agent 1 X,Agent 1 Y,Agent 0 Goal X,Agent 0 Goal Y,Agent 1 Goal X,Agent 1 Goal Y
3970,-40.35,-40.00,0,0,0,9,2,2,8,4,9,5,9
3980,-219.90,-40.00,0,0,0,2,1,0,0,4,9,5,9
3990,-104.70,-40.00,0,0,0,5,0,3,4,4,9,5,9
4000,-220.30,-40.00,0,0,0,9,7,8,1,4,9,5,9
4010,-40.28,-40.00,0,0,0,0,2,6,5,4,9,5,9
4020,-113.20,-40.00,0,0,0,6,3,5,2,4,9,5,9
4030,-40.25,-40.00,0,0,0,0,8,9,6,4,9,5,9
4040,-39.83,-40.00,0,0,0,4,7,0,5,4,9,5,9
4050,-219.93,-40.00,0,0,0,0,8,2,1,4,9,5,9
4060,-42.08,-40.00,0,0,0,4,5,3,3,4,9,5,9
4070,-39.90,-40.00,0,0,0,1,9,9,8,4,9,5,9
4080,-39.88,-40.00,0,0,0,9,2,4,4,4,9,5,9
4090,-384.70,-40.00,0,0,0,2,0,2,2,4,9,5,9
4100,-47.13,-40.00,0,0,0,6,1,5,0,4,9,5,9
4110,-40.75,-40.00,0,0,0,5,3,9,1,4,9,5,9
4120,-203.28,-40.00,0,0,0,0,2,7,0,4,9,5,9
4130,-39.85,-40.00,0,0,0,3,3,6,3,4,9,5,9
4140,-219.93,-40.00,0,0,0,2,1,1,9,4,9,5,9
4150,-210.45,-40.00,0,0,0,0,3,8,4,4,9,5,9
4160,-220.00,-40.00,0,0,0,6,9,1,2,4,9,5,9
4170,-42.13,-40.00,0,0,0,3,2,8,8,4,9,5,9
4180,-41.75,-40.00,0,0,0,3,9,6,0,4,9,5,9
4190,-15.00,-40.00,1,0,1,4,8,1,8,4,9,5,9
4200,-41.23,-40.00,0,0,0,1,0,0,0,4,9,5,9
4210,-85.32,-40.00,0,0,0,8,3,7,1,4,9,5,9
4220,-40.28,-40.00,0,0,0,2,5,9,7,4,9,5,9
4230,-220.80,-40.00,0,0,0,8,2,5,1,4,9,5,9
4240,-41.23,-40.00,0,0,0,6,7,5,4,4,9,5,9
4250,-39.98,-40.00,0,0,0,0,8,6,4,4,9,5,9
4260,-60.08,-40.00,0,0,0,4,4,0,3,4,9,5,9
4270,-39.83,-40.00,0,0,0,6,7,5,8,4,9,5,9
4280,-40.65,-40.00,0,0,0,0,5,3,2,4,9,5,9
4290,-39.83,-40.00,0,0,0,5,5,3,6,4,9,5,9
4300,-39.80,-40.00,0,0,0,9,8,5,4,4,9,5,9
4310,-40.30,-40.00,0,0,0,0,5,6,3,4,9,5,9
4320,-219.90,-40.00,0,0,0,7,6,1,9,4,9,5,9
4330,-78.62,-40.00,0,0,0,8,0,6,2,4,9,5,9
4340,-51.63,-40.00,0,0,0,0,1,5,3,4,9,5,9
4350,-57.38,-40.00,0,0,0,9,7,5,1,4,9,5,9
4360,-220.43,-40.00,0,0,0,1,6,0,1,4,9,5,9
4370,-219.90,-40.00,0,0,0,2,1,8,8,4,9,5,9
4380,-385.60,-40.00,0,0,0,5,2,5,0,4,9,5,9
4390,-49.18,-40.00,0,0,0,6,5,5,4,4,9,5,9
4400,-210.05,-40.00,0,0,0,0,5,2,4,4,9,5,9
4410,-357.70,-40.00,0,0,0,1,0,1,6,4,9,5,9
4420,-220.00,-40.00,0,0,0,5,2,9,1,4,9,5,9
4430,-143.32,-40.00,0,0,0,9,3,0,1,4,9,5,9
4440,-40.75,-40.00,0,0,0,3,3,8,7,4,9,5,9
4450,-41.28,-40.00,0,0,0,7,3,1,8,4,9,5,9
4460,-211.40,-40.00,0,1,1,8,2,2,9,4,9,5,9
4470,-57.00,-40.00,0,0,0,7,8,7,9,4,9,5,9
4480,-208.28,-40.00,0,0,0,2,0,0,9,4,9,5,9
4490,-41.63,-40.00,0,0,0,4,4,0,6,4,9,5,9
4500,-54.75,-40.00,0,0,0,7,7,1,3,4,9,5,9
4510,-41.28,-40.00,0,0,0,0,5,9,7,4,9,5,9
4520,-182.55,-40.00,0,0,0,4,0,0,7,4,9,5,9
4530,-220.40,-40.00,0,0,0,7,1,6,9,4,9,5,9
4540,-200.62,-40.00,0,1,1,4,1,6,9,4,9,5,9
4550,-39.90,-40.00,0,0,0,5,9,3,6,4,9,5,9
4560,-205.53,-40.00,0,0,0,9,6,7,4,4,9,5,9
4570,-55.15,-40.00,0,0,0,3,2,5,4,4,9,5,9
4580,-43.50,-40.00,0,0,0,3,0,5,2,4,9,5,9
4590,-204.63,-40.00,0,0,0,9,0,4,0,4,9,5,9
4600,-40.35,-40.00,0,0,0,4,6,6,8,4,9,5,9
4610,-220.83,-40.00,0,0,0,1,6,6,6,4,9,5,9
4620,-209.58,-40.00,0,0,0,3,5,7,4,4,9,5,9
4630,-170.25,-40.00,0,1,1,4,0,6,9,4,9,5,9
4640,-42.18,-40.00,0,0,0,0,6,1,6,4,9,5,9
4650,-40.28,-40.00,0,0,0,9,5,0,0,4,9,5,9
4660,-96.12,-40.00,0,0,0,5,0,3,0,4,9,5,9
4670,-209.53,-40.00,0,0,0,3,1,8,4,4,9,5,9
4680,-40.30,-40.00,0,0,0,0,0,7,7,4,9,5,9
4690,-219.95,-40.00,0,0,0,5,5,8,1,4,9,5,9
4700,-40.43,-40.00,0,0,0,0,9,9,4,4,9,5,9
4710,-220.43,-40.00,0,0,0,4,6,5,2,4,9,5,9
4720,-219.93,-40.00,0,0,0,2,5,9,3,4,9,5,9
4730,-41.15,-40.00,0,0,0,3,0,1,3,4,9,5,9
4740,-119.97,-40.00,0,0,0,8,4,3,3,4,9,5,9
4750,-72.27,-40.00,0,0,0,5,4,1,1,4,9,5,9
4760,-72.80,-40.00,0,0,0,1,0,1,1,4,9,5,9
4770,-40.28,-40.00,0,0,0,2,8,9,8,4,9,5,9
4780,-219.98,-40.00,0,0,0,7,1,0,8,4,9,5,9
4790,-195.00,-40.00,1,0,1,4,8,2,5,4,9,5,9
4800,-161.90,-40.00,0,0,0,7,0,6,8,4,9,5,9
4810,-219.95,-40.00,0,0,0,8,1,9,6,4,9,5,9
4820,-220.40,-40.00,0,0,0,8,1,6,5,4,9,5,9
4830,-84.90,-40.00,0,1,1,4,3,5,8,4,9,5,9
4840,-400.00,-40.00,0,0,0,2,6,1,2,4,9,5,9
4850,-221.75,-40.00,0,0,0,0,6,7,2,4,9,5,9
4860,-349.15,-40.00,0,0,0,5,0,2,6,4,9,5,9
4870,-219.95,-40.00,0,0,0,0,4,8,2,4,9,5,9
4880,-62.45,-40.00,0,0,0,8,0,4,6,4,9,5,9
4890,-125.00,-40.00,0,0,0,8,6,9,6,4,9,5,9
4900,-219.95,-40.00,0,0,0,5,2,3,7,4,9,5,9
4910,-41.30,-40.00,0,0,0,4,5,2,9,4,9,5,9
4920,-40.43,-40.00,0,0,0,2,9,4,7,4,9,5,9
4930,-64.20,-40.00,0,0,0,1,4,0,8,4,9,5,9
4940,-54.75,-40.00,0,0,0,6,7,4,3,4,9,5,9
4950,-355.45,-40.00,0,0,0,1,0,7,6,4,9,5,9
4960,-40.35,-40.00,0,0,0,6,0,3,5,4,9,5,9
4970,-39.88,-40.00,0,0,0,8,8,1,8,4,9,5,9
4980,-39.85,-40.00,0,0,0,4,7,4,5,4,9,5,9
4990,-219.95,-40.00,0,0,0,7,2,2,8,4,9,5,9
5000,-33.48,-40.00,1,0,1,3,7,5,6,4,9,5,9
5010,-62.40,-40.00,0,0,0,7,2,8,2,4,9,5,9
5020,-39.90,-40.00,0,0,0,5,4,8,9,4,9,5,9
5030,-110.95,-40.00,0,0,0,0,4,8,4,4,9,5,9
5040,-219.03,-40.00,0,0,0,6,1,2,1,4,9,5,9
5050,-164.45,-40.00,0,0,0,9,5,9,4,4,9,5,9
5060,-194.68,-40.00,0,0,0,5,4,8,0,4,9,5,9
5070,-29.10,-40.00,0,1,1,5,3,7,7,4,9,5,9
5080,-41.70,-40.00,0,0,0,3,9,5,6,4,9,5,9
5090,-42.58,-40.00,0,0,0,1,3,3,5,4,9,5,9
5100,-41.28,-40.00,0,0,0,3,6,8,7,4,9,5,9
5110,-41.70,-40.00,0,0,0,6,9,7,3,4,9,5,9
5120,-40.33,-40.00,0,0,0,0,0,6,6,4,9,5,9
5130,-40.65,-40.00,0,0,0,5,3,9,5,4,9,5,9
5140,-204.38,-40.00,0,1,1,7,5,6,8,4,9,5,9
5150,-39.83,-40.00,0,0,0,7,8,0,9,4,9,5,9
5160,-257.75,-40.00,0,0,0,8,1,0,1,4,9,5,9
5170,-39.90,-40.00,0,0,0,0,7,4,9,4,9,5,9
5180,-98.00,-40.00,0,0,0,5,1,3,3,4,9,5,9
5190,-212.08,-40.00,1,0,1,6,7,2,2,4,9,5,9
5200,-40.83,-40.00,0,0,0,5,5,3,8,4,9,5,9
5210,-42.15,-40.00,0,0,0,1,3,0,8,4,9,5,9
5220,-69.62,-40.00,0,0,0,8,4,4,7,4,9,5,9
5230,-46.40,-40.00,1,0,1,5,6,0,3,4,9,5,9
5240,-195.75,-40.00,1,0,1,3,8,7,4,4,9,5,9
5250,-39.85,-40.00,0,0,0,5,5,4,3,4,9,5,9
5260,-51.48,-40.00,0,0,0,6,3,7,2,4,9,5,9
5270,-220.85,-40.00,0,0,0,1,8,8,1,4,9,5,9
5280,-45.78,-40.00,0,0,0,1,3,0,3,4,9,5,9
5290,-41.60,-40.00,0,0,0,6,0,3,2,4,9,5,9
5300,-271.70,-40.00,0,0,0,2,1,8,2,4,9,5,9
5310,-110.57,-40.00,0,0,0,8,2,0,3,4,9,5,9
5320,-40.83,-40.00,0,0,0,1,9,8,3,4,9,5,9
5330,-40.83,-40.00,0,0,0,6,9,7,8,4,9,5,9
5340,-41.18,-40.00,0,0,0,3,5,6,0,4,9,5,9
5350,-43.93,-40.00,0,0,0,6,6,7,7,4,9,5,9
5360,-77.75,-40.00,0,0,0,7,3,2,7,4,9,5,9
5370,-40.28,-40.00,0,0,0,0,2,3,6,4,9,5,9
5380,-41.28,-40.00,0,0,0,7,8,8,3,4,9,5,9
5390,-251.05,-40.00,0,0,0,7,4,7,1,4,9,5,9
5400,-65.10,-40.00,0,0,0,6,2,0,3,4,9,5,9
5410,-45.33,-40.00,0,0,0,3,4,3,3,4,9,5,9
5420,-219.90,-40.00,0,0,0,6,6,8,1,4,9,5,9
5430,-42.63,-40.00,0,0,0,9,2,9,0,4,9,5,9
5440,-220.40,-40.00,0,0,0,0,5,7,1,4,9,5,9
5450,-221.23,-40.00,0,0,0,6,4,5,2,4,9,5,9
5460,-159.58,-40.00,0,0,0,2,6,8,0,4,9,5,9
5470,-220.38,-40.00,0,0,0,8,1,4,7,4,9,5,9
5480,-203.33,-40.00,0,0,0,9,0,4,0,4,9,5,9
5490,-40.30,-40.00,0,0,0,5,3,0,2,4,9,5,9
5500,-42.00,-40.00,0,0,0,5,3,3,3,4,9,5,9
5510,-178.40,-40.00,0,0,0,1,0,0,6,4,9,5,9
5520,-364.45,-40.00,0,0,0,7,0,4,1,4,9,5,9
5530,-213.70,-40.00,0,0,0,4,5,8,0,4,9,5,9
5540,-39.93,-40.00,0,0,0,6,9,0,2,4,9,5,9
5550,-43.48,-40.00,0,0,0,2,5,5,3,4,9,5,9
5560,-67.25,-40.00,0,0,0,1,7,6,5,4,9,5,9
5570,-41.08,-40.00,0,0,0,3,0,4,5,4,9,5,9
5580,-62.32,-40.00,0,0,0,3,7,1,7,4,9,5,9
5590,-80.25,-40.00,0,0,0,0,3,1,4,4,9,5,9
5600,-221.30,-40.00,0,0,0,7,1,5,8,4,9,5,9
5610,-219.90,-40.00,0,0,0,5,1,3,6,4,9,5,9
5620,-219.88,-40.00,0,0,0,6,7,1,1,4,9,5,9
5630,-70.42,-40.00,0,0,0,3,7,0,7,4,9,5,9
5640,-28.30,-40.00,1,0,1,3,7,4,6,4,9,5,9
5650,-400.00,-40.00,0,0,0,1,5,1,6,4,9,5,9
5660,-40.73,-40.00,0,0,0,6,1,9,7,4,9,5,9
5670,-43.13,-40.00,0,0,0,7,9,2,7,4,9,5,9
5680,-15.50,-40.00,1,0,1,4,6,9,0,4,9,5,9
5690,-129.02,-40.00,0,0,0,1,8,2,0,4,9,5,9
5700,-39.83,-40.00,0,0,0,0,6,6,3,4,9,5,9
5710,-54.93,-40.00,0,0,0,8,0,3,5,4,9,5,9
5720,-201.00,-40.00,0,0,0,2,0,3,8,4,9,5,9
5730,-41.73,-40.00,0,0,0,6,6,1,7,4,9,5,9
5740,-221.30,-40.00,0,0,0,6,3,7,6,4,9,5,9
5750,-23.75,-40.00,1,0,1,3,9,9,6,4,9,5,9
5760,-42.13,-40.00,0,0,0,8,3,6,0,4,9,5,9
5770,-211.35,-40.00,0,0,0,9,7,8,4,4,9,5,9
5780,-219.83,-40.00,0,0,0,7,6,1,8,4,9,5,9
5790,-85.75,-40.00,0,0,0,2,0,0,8,4,9,5,9
5800,-75.42,-40.00,0,0,0,2,5,3,7,4,9,5,9
5810,-41.10,-40.00,0,0,0,5,4,4,7,4,9,5,9
5820,-40.73,-40.00,0,0,0,6,5,0,2,4,9,5,9
5830,-73.17,-40.00,0,0,0,2,0,4,3,4,9,5,9
5840,-208.70,-40.00,0,0,0,2,4,8,7,4,9,5,9
5850,-208.18,-40.00,0,0,0,4,0,2,3,4,9,5,9
5860,-279.77,-40.00,0,0,0,8,0,2,6,4,9,5,9
5870,-206.40,-40.00,0,0,0,2,0,9,8,4,9,5,9
5880,-39.83,-40.00,0,0,0,1,8,7,8,4,9,5,9
5890,-39.85,-40.00,0,0,0,4,5,9,8,4,9,5,9
5900,-15.33,-40.00,0,1,1,4,6,6,9,4,9,5,9
5910,-57.35,-40.00,0,0,0,0,6,0,7,4,9,5,9
5920,-40.25,-40.00,0,0,0,1,8,9,3,4,9,5,9
5930,-219.88,-40.00,0,0,0,5,6,8,2,4,9,5,9
5940,-221.75,-40.00,0,0,0,7,5,2,2,4,9,5,9
5950,-15.98,-40.00,1,0,1,4,8,8,5,4,9,5,9
5960,-220.80,-40.00,0,0,0,8,2,5,6,4,9,5,9
5970,-179.85,-40.00,0,0,0,2,4,9,8,4,9,5,9
5980,-340.10,-40.00,0,0,0,4,1,2,0,4,9,5,9
5990,-220.38,-40.00,0,0,0,6,4,7,2,4,9,5,9
6000,-219.93,-40.00,0,0,0,2,5,9,1,4,9,5,9
6010,-93.05,-40.00,0,0,0,9,7,8,6,4,9,5,9
6020,-40.33,-40.00,0,0,0,0,8,9,1,4,9,5,9
6030,-186.45,-40.00,1,0,1,4,9,1,0,4,9,5,9
6040,-45.13,-40.00,1,0,1,0,3,0,9,4,9,5,9
6050,-40.83,-40.00,0,0,0,8,9,8,8,4,9,5,9
6060,-30.50,-40.00,1,0,1,5,6,4,7,4,9,5,9
6070,-40.78,-40.00,0,0,0,2,3,0,9,4,9,5,9
6080,-39.83,-40.00,0,0,0,6,5,3,5,4,9,5,9
6090,-40.70,-40.00,0,0,0,6,6,0,8,4,9,5,9
6100,-80.38,-40.00,0,0,0,0,2,0,6,4,9,5,9
6110,-65.97,-40.00,0,0,0,5,1,9,8,4,9,5,9
6120,-40.38,-40.00,0,0,0,0,0,6,7,4,9,5,9
6130,-41.73,-40.00,0,0,0,0,0,8,7,4,9,5,9
6140,-39.93,-40.00,0,0,0,6,8,7,8,4,9,5,9
6150,-64.62,-40.00,0,0,0,5,2,9,8,4,9,5,9
6160,-40.28,-40.00,0,0,0,6,4,6,8,4,9,5,9
6170,-74.05,-40.00,0,0,0,5,7,6,5,4,9,5,9
6180,-219.93,-40.00,0,0,0,1,2,2,8,4,9,5,9
6190,-26.53,-40.00,0,1,1,0,2,4,7,4,9,5,9
6200,-39.90,-40.00,0,0,0,0,5,5,5,4,9,5,9
6210,-42.58,-40.00,0,0,0,9,5,6,8,4,9,5,9
6220,-400.00,-40.00,0,0,0,8,6,1,6,4,9,5,9
6230,-59.65,-40.00,1,0,1,4,8,6,5,4,9,5,9
6240,-220.40,-40.00,0,0,0,0,6,8,2,4,9,5,9
6250,-220.00,-40.00,0,0,0,5,9,2,5,4,9,5,9
6260,-229.82,-40.00,0,0,0,4,3,8,4,4,9,5,9
6270,-40.30,-40.00,0,0,0,3,5,1,7,4,9,5,9
6280,-42.60,-40.00,0,0,0,3,3,0,4,4,9,5,9
6290,-219.90,-40.00,0,0,0,3,4,8,2,4,9,5,9
6300,-41.70,-40.00,0,0,0,9,5,3,4,4,9,5,9
6310,-28.78,-40.00,1,0,1,2,8,4,7,4,9,5,9
6320,-39.85,-40.00,0,0,0,8,8,0,9,4,9,5,9
6330,-219.90,-40.00,0,0,0,0,3,2,2,4,9,5,9
6340,-220.35,-40.00,0,0,0,8,6,6,3,4,9,5,9
6350,-42.10,-40.00,0,0,0,9,1,3,1,4,9,5,9
6360,-247.35,-40.00,0,0,0,8,2,7,0,4,9,5,9
6370,-41.65,-40.00,0,0,0,1,3,3,4,4,9,5,9
6380,-73.75,-40.00,0,0,0,8,1,5,9,4,9,5,9
6390,-41.30,-40.00,0,0,0,4,4,8,7,4,9,5,9
6400,-220.00,-40.00,0,0,0,0,9,8,1,4,9,5,9
6410,-40.83,-40.00,0,0,0,3,0,5,3,4,9,5,9
6420,-40.78,-40.00,0,0,0,9,0,3,4,4,9,5,9
6430,-42.10,-40.00,0,0,0,0,6,1,5,4,9,5,9
6440,-46.65,-40.00,0,0,0,3,6,2,7,4,9,5,9
6450,-59.67,-40.00,0,0,0,1,7,5,6,4,9,5,9
6460,-219.98,-40.00,0,0,0,4,2,8,8,4,9,5,9
6470,-219.93,-40.00,0,0,0,2,5,9,2,4,9,5,9
6480,-220.78,-40.00,0,0,0,3,5,1,6,4,9,5,9
6490,-40.35,-40.00,0,0,0,9,4,0,0,4,9,5,9
6500,-209.13,-40.00,0,0,0,6,2,4,0,4,9,5,9
6510,-219.93,-40.00,0,0,0,7,6,0,8,4,9,5,9
6520,-19.48,-40.00,1,0,1,1,9,1,8,4,9,5,9
6530,-36.10,-40.00,1,0,1,3,5,3,2,4,9,5,9
6540,-40.25,-40.00,0,0,0,8,9,0,6,4,9,5,9
6550,-195.00,-40.00,1,0,1,4,9,2,2,4,9,5,9
6560,-15.75,-40.00,0,1,1,6,2,5,9,4,9,5,9
6570,-221.75,-40.00,0,0,0,0,6,8,5,4,9,5,9
6580,-40.80,-40.00,0,0,0,4,3,0,9,4,9,5,9
6590,-94.37,-40.00,1,0,1,3,7,5,0,4,9,5,9
6600,-124.95,-40.00,0,0,0,1,0,9,6,4,9,5,9
6610,-53.65,-40.00,0,0,0,5,5,0,3,4,9,5,9
6620,-202.88,-40.00,0,0,0,2,4,7,9,4,9,5,9
6630,-43.95,-40.00,0,0,0,6,1,2,3,4,9,5,9
6640,-40.78,-40.00,0,0,0,3,3,6,6,4,9,5,9
6650,-40.75,-40.00,0,0,0,0,4,3,0,4,9,5,9
6660,-220.38,-40.00,0,0,0,9,2,4,1,4,9,5,9
6670,-15.40,-40.00,0,1,1,9,6,4,9,4,9,5,9
6680,-41.28,-40.00,0,0,0,9,9,9,3,4,9,5,9
6690,-80.32,-40.00,0,0,0,3,5,0,7,4,9,5,9
6700,-220.78,-40.00,0,0,0,5,1,6,3,4,9,5,9
6710,-40.35,-40.00,0,0,0,0,2,5,9,4,9,5,9
6720,-41.25,-40.00,0,0,0,8,9,9,1,4,9,5,9
6730,-219.93,-40.00,0,0,0,7,5,1,9,4,9,5,9
6740,-69.70,-40.00,0,0,0,1,6,0,5,4,9,5,9
6750,-19.60,-40.00,1,0,1,9,9,9,2,4,9,5,9
6760,-56.98,-40.00,0,0,0,5,7,0,1,4,9,5,9
6770,-40.68,-40.00,0,0,0,9,3,2,7,4,9,5,9
6780,-52.70,-40.00,0,0,0,8,8,7,8,4,9,5,9
6790,-122.25,-40.00,0,0,0,8,4,6,7,4,9,5,9
6800,-201.55,-40.00,1,0,1,3,9,7,1,4,9,5,9
6810,-195.15,-40.00,1,0,1,4,4,2,1,4,9,5,9
6820,-220.80,-40.00,0,0,0,1,2,0,0,4,9,5,9
6830,-16.85,-40.00,1,0,1,2,9,2,8,4,9,5,9
6840,-40.28,-40.00,0,0,0,6,0,9,6,4,9,5,9
6850,-219.90,-40.00,0,0,0,0,0,7,2,4,9,5,9
6860,-17.33,-40.00,1,0,1,5,4,0,0,4,9,5,9
6870,-83.05,-40.00,0,0,0,3,1,2,3,4,9,5,9
6880,-39.90,-40.00,0,0,0,1,8,7,9,4,9,5,9
6890,-14.90,-40.00,1,0,1,4,9,6,6,4,9,5,9
6900,-147.45,-40.00,0,0,0,6,8,2,4,4,9,5,9
6910,-201.90,-40.00,0,0,0,5,2,5,4,4,9,5,9
6920,-41.70,-40.00,0,0,0,7,3,3,0,4,9,5,9
6930,-41.73,-40.00,0,0,0,4,7,8,3,4,9,5,9
6940,-42.15,-40.00,0,0,0,9,0,6,4,4,9,5,9
6950,-220.78,-40.00,0,0,0,4,2,5,5,4,9,5,9
6960,-400.00,-40.00,0,0,0,8,6,7,1,4,9,5,9
6970,-52.05,-40.00,0,0,0,0,7,6,4,4,9,5,9
6980,-44.43,-40.00,0,0,0,0,7,1,6,4,9,5,9
6990,-58.77,-40.00,0,0,0,4,3,2,3,4,9,5,9
7000,-55.18,-40.00,0,0,0,5,0,4,8,4,9,5,9
7010,-219.90,-40.00,0,0,0,4,1,0,9,4,9,5,9
7020,-286.47,-40.00,0,0,0,5,0,5,2,4,9,5,9
7030,-60.17,-40.00,0,0,0,4,0,9,1,4,9,5,9
7040,-87.50,-40.00,0,0,0,3,6,4,5,4,9,5,9
7050,-220.85,-40.00,0,0,0,6,1,2,1,4,9,5,9
7060,-42.23,-40.00,0,0,0,1,9,6,2,4,9,5,9
7070,-219.90,-40.00,0,0,0,5,7,1,2,4,9,5,9
7080,-82.17,-40.00,0,0,0,7,0,2,8,4,9,5,9
7090,-208.25,-40.00,0,0,0,4,5,1,0,4,9,5,9
7100,-40.83,-40.00,0,0,0,2,9,9,1,4,9,5,9
7110,-112.42,-40.00,0,0,0,8,2,4,8,4,9,5,9
7120,-57.80,-40.00,0,0,0,3,6,0,5,4,9,5,9
7130,-219.95,-40.00,0,0,0,8,8,5,1,4,9,5,9
7140,-31.95,-40.00,0,1,1,3,3,5,9,4,9,5,9
7150,-296.92,-40.00,0,0,0,7,2,0,6,4,9,5,9
7160,-198.32,-40.00,1,0,1,4,7,4,2,4,9,5,9
7170,-73.67,-40.00,0,0,0,7,0,0,1,4,9,5,9
7180,-43.40,-40.00,0,0,0,6,0,3,4,4,9,5,9
7190,-221.28,-40.00,0,0,0,4,1,0,4,4,9,5,9
7200,-41.23,-40.00,0,0,0,5,7,2,3,4,9,5,9
7210,-41.73,-40.00,0,0,0,1,8,3,9,4,9,5,9
7220,-65.52,-40.00,0,0,0,6,3,7,3,4,9,5,9
7230,-42.48,-40.00,0,0,0,2,3,3,1,4,9,5,9
7240,-44.38,-40.00,0,0,0,7,8,6,5,4,9,5,9
7250,-88.90,-40.00,0,0,0,7,7,0,5,4,9,5,9
7260,-240.42,-40.00,0,1,1,7,6,6,7,4,9,5,9
7270,-42.05,-40.00,0,0,0,4,7,3,0,4,9,5,9
7280,-40.40,-40.00,0,0,0,1,3,9,1,4,9,5,9
7290,-221.33,-40.00,0,0,0,3,3,2,1,4,9,5,9
7300,-41.10,-40.00,0,0,0,3,5,6,1,4,9,5,9
7310,-44.38,-40.00,0,0,0,4,5,2,7,4,9,5,9
7320,-219.88,-40.00,0,0,0,5,4,7,6,4,9,5,9
7330,-230.23,-40.00,0,0,0,1,7,1,1,4,9,5,9
7340,-41.68,-40.00,0,0,0,5,6,9,4,4,9,5,9
7350,-41.23,-40.00,0,0,0,2,3,6,6,4,9,5,9
7360,-382.90,-40.00,0,0,0,8,1,5,0,4,9,5,9
7370,-230.73,-40.00,0,0,0,2,6,3,3,4,9,5,9
7380,-278.90,-40.00,0,0,0,1,5,6,3,4,9,5,9
7390,-219.90,-40.00,0,0,0,2,2,3,6,4,9,5,9
7400,-40.33,-40.00,0,0,0,0,3,6,2,4,9,5,9
7410,-265.90,-40.00,0,0,0,4,0,2,5,4,9,5,9
7420,-400.00,-40.00,0,0,0,7,2,2,6,4,9,5,9
7430,-40.83,-40.00,0,0,0,1,8,1,9,4,9,5,9
7440,-219.95,-40.00,0,0,0,4,6,8,1,4,9,5,9
7450,-202.85,-40.00,0,0,0,6,5,2,0,4,9,5,9
7460,-39.85,-40.00,0,0,0,0,8,0,1,4,9,5,9
7470,-208.43,-40.00,1,0,1,3,7,2,2,4,9,5,9
7480,-219.98,-40.00,0,0,0,7,9,4,1,4,9,5,9
7490,-40.33,-40.00,0,0,0,9,5,3,6,4,9,5,9
7500,-41.63,-40.00,0,0,0,0,3,3,2,4,9,5,9
7510,-220.33,-40.00,0,0,0,1,3,4,2,4,9,5,9
7520,-43.43,-40.00,0,0,0,9,0,8,3,4,9,5,9
7530,-156.88,-40.00,0,0,0,4,5,6,3,4,9,5,9
7540,-128.07,-40.00,0,0,0,8,4,6,3,4,9,5,9
7550,-23.45,-40.00,1,0,1,3,9,6,2,4,9,5,9
7560,-50.73,-40.00,0,0,0,0,0,5,2,4,9,5,9
7570,-41.30,-40.00,0,0,0,1,3,6,9,4,9,5,9
7580,-219.90,-40.00,0,0,0,6,3,1,6,4,9,5,9
7590,-219.95,-40.00,0,0,0,3,5,1,2,4,9,5,9
7600,-220.00,-40.00,0,0,0,2,9,8,6,4,9,5,9
7610,-203.73,-40.00,0,0,0,0,5,2,4,4,9,5,9
7620,-43.43,-40.00,0,0,0,0,0,3,3,4,9,5,9
7630,-254.62,-40.00,0,0,0,7,4,1,5,4,9,5,9
7640,-40.30,-40.00,0,0,0,0,1,6,1,4,9,5,9
7650,-56.08,-40.00,0,0,0,5,0,8,3,4,9,5,9
7660,-40.35,-40.00,0,0,0,8,7,0,5,4,9,5,9
7670,-40.83,-40.00,0,0,0,3,1,5,7,4,9,5,9
7680,-212.78,-40.00,0,0,0,8,9,2,4,4,9,5,9
7690,-221.33,-40.00,0,0,0,2,3,5,2,4,9,5,9
7700,-25.00,-40.00,0,1,1,4,5,4,8,4,9,5,9
7710,-216.75,-40.00,0,0,0,8,1,6,8,4,9,5,9
7720,-222.65,-40.00,0,0,0,8,5,3,2,4,9,5,9
7730,-86.68,-40.00,0,0,0,4,3,6,6,4,9,5,9
7740,-42.15,-40.00,0,0,0,3,8,5,3,4,9,5,9
7750,-56.93,-40.00,0,0,0,0,3,6,3,4,9,5,9
7760,-221.80,-40.00,0,0,0,2,2,5,3,4,9,5,9
7770,-220.00,-40.00,0,0,0,4,2,0,9,4,9,5,9
7780,-257.32,-40.00,0,0,0,7,3,8,5,4,9,5,9
7790,-39.85,-40.00,0,0,0,1,9,4,5,4,9,5,9
7800,-327.52,-40.00,0,0,0,2,1,8,5,4,9,5,9
7810,-62.45,-40.00,0,0,0,1,2,0,1,4,9,5,9
7820,-73.52,-40.00,0,0,0,4,0,6,1,4,9,5,9
7830,-41.73,-40.00,0,0,0,8,2,5,8,4,9,5,9
7840,-40.80,-40.00,0,0,0,0,9,9,2,4,9,5,9
7850,-41.13,-40.00,0,0,0,3,3,0,4,4,9,5,9
7860,-42.50,-40.00,0,0,0,6,7,3,5,4,9,5,9
7870,-181.28,-40.00,0,0,0,7,4,8,9,4,9,5,9
7880,-76.72,-40.00,0,0,0,3,0,0,5,4,9,5,9
7890,-219.95,-40.00,0,0,0,6,4,1,5,4,9,5,9
7900,-58.27,-40.00,0,0,0,1,0,3,1,4,9,5,9
7910,-41.25,-40.00,0,0,0,2,7,0,9,4,9,5,9
7920,-40.38,-40.00,0,0,0,3,2,9,6,4,9,5,9
